RegionID,SizeRank,NAME,STATEFP,STATE,COST
2911,232,Cumberland County,23,ME,535878
341,324,York County,23,ME,489727
2824,444,Penobscot County,23,ME,253086
2364,516,Kennebec County,23,ME,299948
3151,556,Androscoggin County,23,ME,312103
2622,806,Aroostook County,23,ME,155447
1305,910,Oxford County,23,ME,307084
1753,936,Hancock County,23,ME,402149
2551,996,Somerset County,23,ME,217968
211,1192,Knox County,23,ME,421660
783,1211,Waldo County,23,ME,314885
2839,1298,Sagadahoc County,23,ME,403778
1870,1329,Lincoln County,23,ME,426910
3060,1446,Washington County,23,ME,199987
2282,1483,Franklin County,23,ME,265499
3116,2050,Piscataquis County,23,ME,211890
791,18,Wayne County,26,MI,165781
1950,31,Oakland County,26,MI,341122
1155,64,Macomb County,26,MI,251306
201,103,Kent County,26,MI,320299
1721,173,Genesee County,26,MI,175127
2869,192,Washtenaw County,26,MI,393721
1300,238,Ottawa County,26,MI,350304
1110,244,Ingham County,26,MI,196375
2761,268,Kalamazoo County,26,MI,255103
2959,346,Livingston County,26,MI,373891
2010,351,Saginaw County,26,MI,153751
2449,379,Muskegon County,26,MI,225711
1802,416,Jackson County,26,MI,203861
3123,418,Saint Clair County,26,MI,243098
1544,438,Berrien County,26,MI,246420
1220,440,Monroe County,26,MI,238387
1575,481,Calhoun County,26,MI,171072
1513,528,Allegan County,26,MI,302008
493,564,Eaton County,26,MI,242189
68,589,Bay County,26,MI,162183
1856,608,Lenawee County,26,MI,218387
3240,641,Grand Traverse County,26,MI,392450
1142,666,Lapeer County,26,MI,274937
1929,693,Midland County,26,MI,211307
1628,722,Clinton County,26,MI,280348
2860,744,Van Buren County,26,MI,241365
3031,791,Shiawassee County,26,MI,192959
567,816,Ionia County,26,MI,223974
2443,818,Montcalm County,26,MI,200499
2785,819,Marquette County,26,MI,217388
2356,826,Isabella County,26,MI,194778
382,866,Barry County,26,MI,265752
3186,877,Saint Joseph County,26,MI,197244
2058,958,Tuscola County,26,MI,164753
110,983,Cass County,26,MI,242673
1944,1010,Newaygo County,26,MI,219896
2725,1076,Hillsdale County,26,MI,188793
889,1096,Branch County,26,MI,186634
1731,1164,Gratiot County,26,MI,154123
2015,1182,Sanilac County,26,MI,187034
1926,1202,Mecosta County,26,MI,201188
2348,1263,Houghton County,26,MI,150884
2199,1280,Chippewa County,26,MI,161222
473,1287,Delta County,26,MI,163850
501,1367,Emmet County,26,MI,371243
2084,1374,Wexford County,26,MI,194075
564,1423,Huron County,26,MI,170143
437,1450,Clare County,26,MI,128461
628,1491,Mason County,26,MI,232760
827,1498,Alpena County,26,MI,165855
1274,1589,Oceana County,26,MI,225885
2898,1600,Charlevoix County,26,MI,344196
2683,1603,Dickinson County,26,MI,152586
2653,1622,Cheboygan County,26,MI,227518
1725,1629,Gladwin County,26,MI,160210
568,1634,Iosco County,26,MI,149481
1297,1643,Otsego County,26,MI,231141
2400,1649,Manistee County,26,MI,221533
2797,1709,Menominee County,26,MI,156266
2838,1710,Roscommon County,26,MI,174916
833,1711,Antrim County,26,MI,313022
1959,1733,Osceola County,26,MI,169570
2390,1763,Leelanau County,26,MI,574562
1278,1832,Ogemaw County,26,MI,148115
873,1981,Benzie County,26,MI,360625
2362,1993,Kalkaska County,26,MI,198707
2806,2152,Missaukee County,26,MI,208303
836,2153,Arenac County,26,MI,140780
1726,2162,Gogebic County,26,MI,110038
2232,2282,Crawford County,26,MI,166496
3180,2290,Presque Isle County,26,MI,185804
222,2330,Lake County,26,MI,136308
191,2381,Iron County,26,MI,108336
2395,2432,Mackinac County,26,MI,188966
825,2475,Alcona County,26,MI,167809
3106,2553,Montmorency County,26,MI,154312
366,2571,Alger County,26,MI,178527
847,2640,Baraga County,26,MI,147453
1295,2646,Oscoda County,26,MI,139118
3138,2656,Schoolcraft County,26,MI,153270
2819,2823,Ontonagon County,26,MI,113648
242,2855,Luce County,26,MI,105667
2366,3115,Keweenaw County,26,MI,189806
2339,32,Hennepin County,27,MN,372302
1349,126,Ramsey County,27,MN,324033
971,162,Dakota County,27,MN,384304
373,198,Anoka County,27,MN,354809
3061,264,Washington County,27,MN,430324
3129,340,Saint Louis County,27,MN,222847
1951,415,Olmsted County,27,MN,326825
2037,426,Stearns County,27,MN,294914
711,450,Scott County,27,MN,431122
1500,469,Wright County,27,MN,370692
924,579,Carver County,27,MN,461590
2846,630,Sherburne County,27,MN,376468
2891,788,Blue Earth County,27,MN,283520
304,813,Rice County,27,MN,328705
2675,823,Crow Wing County,27,MN,330096
125,834,Clay County,27,MN,271813
2992,886,Otter Tail County,27,MN,317559
1615,920,Chisago County,27,MN,363257
1498,1002,Winona County,27,MN,251382
1727,1044,Goodhue County,27,MN,313283
2139,1066,Beltrami County,27,MN,254575
1113,1089,Itasca County,27,MN,221269
2762,1122,Kandiyohi County,27,MN,254404
867,1174,Benton County,27,MN,287045
1111,1190,Isanti County,27,MN,326067
652,1203,Mower County,27,MN,180230
1674,1229,Douglas County,27,MN,324267
1399,1267,Steele County,27,MN,273646
1189,1292,McLeod County,27,MN,278224
1588,1307,Carlton County,27,MN,264708
862,1333,Becker County,27,MN,341067
2456,1355,Nicollet County,27,MN,293282
2446,1371,Morrison County,27,MN,285666
288,1429,Polk County,27,MN,226612
2295,1448,Freeborn County,27,MN,172692
111,1474,Cass County,27,MN,321145
282,1494,Pine County,27,MN,266356
2389,1510,Le Sueur County,27,MN,328674
2965,1592,Mille Lacs County,27,MN,281469
405,1612,Brown County,27,MN,211657
248,1627,Lyon County,27,MN,201995
320,1639,Todd County,27,MN,244796
1193,1720,Meeker County,27,MN,262139
1268,1765,Nobles County,27,MN,206638
2064,1803,Wabasha County,27,MN,285348
1786,1813,Hubbard County,27,MN,306441
2263,1815,Fillmore County,27,MN,269445
483,1830,Dodge County,27,MN,298153
1179,1874,Martin County,27,MN,163191
1484,1933,Waseca County,27,MN,242981
1783,1941,Houston County,27,MN,273342
1831,2098,Kanabec County,27,MN,262917
822,2112,Aitkin County,27,MN,242999
1995,2133,Redwood County,27,MN,159012
1359,2138,Roseau County,27,MN,198924
1390,2158,Sibley County,27,MN,258816
2498,2172,Renville County,27,MN,174958
2996,2219,Pennington County,27,MN,187233
1463,2223,Wadena County,27,MN,204237
2697,2231,Faribault County,27,MN,134139
2200,2310,Chippewa County,27,MN,203763
3098,2342,Koochiching County,27,MN,136586
2906,2386,Cottonwood County,27,MN,157584
2595,2408,Watonwan County,27,MN,163291
298,2409,Pope County,27,MN,289506
223,2430,Lake County,27,MN,250950
1803,2484,Jackson County,27,MN,184610
740,2505,Swift County,27,MN,162083
306,2509,Rock County,27,MN,248277
2041,2512,Stevens County,27,MN,175675
3264,2519,Yellow Medicine County,27,MN,150467
2826,2542,Pipestone County,27,MN,160605
2411,2559,Marshall County,27,MN,178771
2904,2607,Clearwater County,27,MN,210837
1249,2644,Murray County,27,MN,204101
3212,2757,Lac Qui Parle County,27,MN,160757
1269,2775,Norman County,27,MN,149076
1493,2776,Wilkin County,27,MN,194338
535,2811,Grant County,27,MN,201247
1871,2842,Lincoln County,27,MN,160110
140,2850,Cook County,27,MN,396120
2398,2865,Mahnomen County,27,MN,148115
2630,2892,Big Stone County,27,MN,151404
1841,2951,Kittson County,27,MN,115912
2497,2974,Red Lake County,27,MN,186164
3275,2981,Lake of the Woods County,27,MN,197701
2580,3016,Traverse County,27,MN,108796
3130,47,Saint Louis County,29,MO,263384
1804,92,Jackson County,29,MO,231389
3223,176,Saint Charles County,29,MO,343637
3269,231,Saint Louis City,29,MO,170280
1057,234,Greene County,29,MO,240192
126,276,Clay County,29,MO,300081
2744,304,Jefferson County,29,MO,258654
395,366,Boone County,29,MO,296979
1118,522,Jasper County,29,MO,199276
112,573,Cass County,29,MO,306145
1326,585,Platte County,29,MO,362283
2283,587,Franklin County,29,MO,246315
2659,670,Christian County,29,MO,295063
2154,682,Buchanan County,29,MO,159911
3237,709,Cape Girardeau County,29,MO,224362
137,731,Cole County,29,MO,251926
3248,810,Saint Francois County,29,MO,176706
1872,898,Lincoln County,29,MO,276364
1265,899,Newton County,29,MO,212931
741,929,Taney County,29,MO,252810
1824,951,Johnson County,29,MO,271680
1986,955,Pulaski County,29,MO,206444
1317,1095,Phelps County,29,MO,195883
2166,1103,Callaway County,29,MO,222606
909,1132,Camden County,29,MO,326167
1316,1137,Pettis County,29,MO,168411
902,1153,Butler County,29,MO,157109
1105,1207,Howell County,29,MO,204526
2080,1226,Webster County,29,MO,248270
712,1243,Scott County,29,MO,139826
2383,1245,Lawrence County,29,MO,182539
1846,1315,Laclede County,29,MO,213594
1475,1331,Warren County,29,MO,301951
383,1342,Barry County,29,MO,223524
2771,1403,Lafayette County,29,MO,213077
289,1424,Polk County,29,MO,248164
733,1443,Stone County,29,MO,318646
2561,1503,Stoddard County,29,MO,135539
1684,1508,Dunklin County,29,MO,80058
1168,1511,Marion County,29,MO,165485
351,1630,Adair County,29,MO,167974
1521,1636,Audrain County,29,MO,154901
2494,1657,Randolph County,29,MO,157421
746,1658,Texas County,29,MO,184289
1207,1669,Miller County,29,MO,245211
3062,1699,Washington County,29,MO,164091
1365,1718,Saline County,29,MO,152383
2420,1721,McDonald County,29,MO,192018
2233,1728,Crawford County,29,MO,200392
91,1730,Ray County,29,MO,236230
558,1777,Henry County,29,MO,188414
1947,1793,Nodaway County,29,MO,201576
1629,1821,Clinton County,29,MO,256961
1235,1824,Morgan County,29,MO,256785
1458,1885,Vernon County,29,MO,149018
868,1915,Benton County,29,MO,160757
679,1929,Perry County,29,MO,203332
3270,1950,Sainte Genevieve County,29,MO,224164
1501,1966,Wright County,29,MO,171535
277,1975,Pike County,29,MO,173873
832,1980,Andrew County,29,MO,250378
955,2009,Cooper County,29,MO,215538
977,2040,Dallas County,29,MO,217510
2988,2059,New Madrid County,29,MO,88381
384,2093,Bates County,29,MO,190875
2472,2100,Pemiscot County,29,MO,84756
2440,2114,Moniteau County,29,MO,207359
621,2143,Macon County,29,MO,166713
2960,2154,Livingston County,29,MO,158476
2703,2167,Gasconade County,29,MO,200753
148,2186,Dent County,29,MO,173880
431,2206,Cedar County,29,MO,194895
661,2262,Osage County,29,MO,249111
3105,2290,Mississippi County,29,MO,97535
1904,2305,Madison County,29,MO,156545
237,2358,Linn County,29,MO,125446
1675,2365,Douglas County,29,MO,213068
854,2370,Barton County,29,MO,174965
985,2375,DeKalb County,29,MO,209287
2976,2398,Montgomery County,29,MO,186219
792,2405,Wayne County,29,MO,115176
1357,2415,Ripley County,29,MO,145198
2632,2437,Bollinger County,29,MO,191658
694,2465,Ralls County,29,MO,219503
1102,2474,Howard County,29,MO,196600
598,2483,Lewis County,29,MO,157029
1069,2496,Grundy County,29,MO,84634
192,2521,Iron County,29,MO,136240
3124,2547,Saint Clair County,29,MO,178343
1294,2575,Oregon County,29,MO,152455
2162,2576,Caldwell County,29,MO,198063
666,2598,Ozark County,29,MO,209982
1221,2601,Monroe County,29,MO,176415
1596,2605,Carroll County,29,MO,139037
1158,2615,Maries County,29,MO,223117
1774,2619,Hickory County,29,MO,174262
1653,2620,Daviess County,29,MO,229039
2332,2643,Harrison County,29,MO,115655
144,2687,Dade County,29,MO,166312
2183,2704,Chariton County,29,MO,126948
2019,2723,Shannon County,29,MO,163376
444,2767,Clark County,29,MO,121511
1035,2799,Gentry County,29,MO,101716
2501,2803,Reynolds County,29,MO,149639
1386,2807,Shelby County,29,MO,157755
2565,2811,Sullivan County,29,MO,74626
920,2871,Carter County,29,MO,138075
2131,2878,Atchison County,29,MO,125217
2534,2915,Scotland County,29,MO,118835
1342,2918,Putnam County,29,MO,176758
2532,2959,Schuyler County,29,MO,131909
212,2980,Knox County,29,MO,130574
1199,2997,Mercer County,29,MO,120014
562,296,Hinds County,28,MS,106629
2333,328,Harrison County,28,MS,212388
983,362,DeSoto County,28,MS,289823
1351,432,Rankin County,28,MS,255794
1805,463,Jackson County,28,MS,199815
1905,567,Madison County,28,MS,329689
85,694,Lee County,28,MS,189308
1710,730,Forrest County,28,MS,171789
2953,756,Lauderdale County,28,MS,119487
574,804,Jones County,28,MS,146001
589,847,Lamar County,28,MS,254836
1890,893,Lowndes County,28,MS,165731
3115,927,Pearl River County,28,MS,214044
2772,931,Lafayette County,28,MS,323727
2818,985,Oktibbeha County,28,MS,253739
1754,1069,Hancock County,28,MS,234494
3063,1079,Washington County,28,MS,76117
1476,1087,Warren County,28,MS,166041
278,1196,Pike County,28,MS,97696
826,1334,Alcorn County,28,MS,148591
1873,1335,Lincoln County,28,MS,171743
1222,1346,Monroe County,28,MS,139962
2412,1361,Marshall County,28,MS,185461
1306,1381,Panola County,28,MS,159770
1547,1430,Bolivar County,28,MS,128138
2484,1436,Pontotoc County,28,MS,183073
358,1473,Adams County,28,MS,115474
1943,1489,Neshoba County,28,MS,139465
1855,1513,Leflore County,28,MS,73100
956,1519,Copiah County,28,MS,116360
317,1534,Tate County,28,MS,218536
713,1538,Scott County,28,MS,106192
818,1546,Yazoo County,28,MS,98077
769,1550,Union County,28,MS,171925
2852,1596,Sunflower County,28,MS,106276
2029,1602,Simpson County,28,MS,134733
2487,1642,Prentiss County,28,MS,129832
1169,1670,Marion County,28,MS,125424
1036,1682,George County,28,MS,190890
2357,1695,Itawamba County,28,MS,150319
1433,1778,Tippah County,28,MS,131932
1633,1781,Coahoma County,28,MS,49206
1739,1790,Grenada County,28,MS,123372
594,1800,Leake County,28,MS,142201
1266,1806,Newton County,28,MS,138792
793,1886,Wayne County,28,MS,137054
3042,1936,Tishomingo County,28,MS,164994
127,1943,Clay County,28,MS,135187
2673,1955,Covington County,28,MS,150341
734,1963,Stone County,28,MS,182108
842,1979,Attala County,28,MS,121625
2102,1991,Winston County,28,MS,132445
1095,2016,Holmes County,28,MS,70525
2655,2027,Chickasaw County,28,MS,119168
1119,2073,Jasper County,28,MS,122732
942,2118,Clarke County,28,MS,114088
723,2191,Smith County,28,MS,146931
2590,2225,Walthall County,28,MS,143550
1058,2249,Greene County,28,MS,140607
1576,2260,Calhoun County,28,MS,108072
3195,2292,Tallahatchie County,28,MS,87082
372,2299,Amite County,28,MS,146670
2882,2306,Yalobusha County,28,MS,129179
2384,2347,Lawrence County,28,MS,116268
680,2378,Perry County,28,MS,134680
3256,2402,Jefferson Davis County,28,MS,89082
1949,2459,Noxubee County,28,MS,101032
1597,2481,Carroll County,28,MS,161896
1443,2491,Tunica County,28,MS,115177
2977,2492,Montgomery County,28,MS,103420
2081,2494,Webster County,28,MS,155177
1131,2548,Kemper County,28,MS,125599
2663,2556,Claiborne County,28,MS,88643
2875,2589,Wilkinson County,28,MS,106102
1617,2639,Choctaw County,28,MS,123849
2727,2661,Humphreys County,28,MS,86587
2284,2677,Franklin County,28,MS,139994
869,2678,Benton County,28,MS,120358
2745,2715,Jefferson County,28,MS,104489
2021,2955,Sharkey County,28,MS,92821
3149,407,Yellowstone County,30,MT,382567
2434,540,Missoula County,30,MT,553678
2299,544,Gallatin County,30,MT,705805
2265,593,Flathead County,30,MT,630726
1602,691,Cascade County,30,MT,312463
3258,778,Lewis and Clark County,30,MT,446196
1993,1118,Ravalli County,30,MT,562921
3032,1332,Silver Bow County,30,MT,267312
224,1442,Lake County,30,MT,563309
1874,1894,Lincoln County,30,MT,429104
269,2030,Park County,30,MT,557177
179,2082,Hill County,30,MT,249608
1724,2238,Glacier County,30,MT,176483
2143,2277,Big Horn County,30,MT,229319
2014,2328,Sanders County,30,MT,439612
2746,2346,Jefferson County,30,MT,516815
967,2353,Custer County,30,MT,264815
1012,2390,Fergus County,30,MT,266674
2504,2400,Richland County,30,MT,290037
2836,2425,Roosevelt County,30,MT,277058
914,2454,Carbon County,30,MT,473998
2887,2538,Beaverhead County,30,MT,361085
2919,2539,Deer Lodge County,30,MT,267233
980,2564,Dawson County,30,MT,208481
3035,2570,Stillwater County,30,MT,450685
1906,2612,Madison County,30,MT,696023
2003,2614,Rosebud County,30,MT,228538
1455,2692,Valley County,30,MT,196519
2893,2726,Broadwater County,30,MT,497918
879,2735,Blaine County,30,MT,226911
1335,2744,Powell County,30,MT,303403
744,2800,Teton County,30,MT,308730
1974,2816,Pondera County,30,MT,232971
2202,2822,Chouteau County,30,MT,256566
751,2903,Toole County,30,MT,171436
3107,2913,Musselshell County,30,MT,224281
1934,2936,Mineral County,30,MT,370586
2478,2948,Phillips County,30,MT,252410
3143,2990,Sweet Grass County,30,MT,419815
2543,2998,Sheridan County,30,MT,190571
1730,3019,Granite County,30,MT,435016
1009,3031,Fallon County,30,MT,201551
2870,3114,Wheatland County,30,MT,175847
1860,3116,Liberty County,30,MT,233316
3169,3118,Judith Basin County,30,MT,290515
1925,3125,Meagher County,30,MT,292747
1183,3142,McCone County,30,MT,287390
3179,3144,Powder River County,30,MT,299587
1649,3145,Daniels County,30,MT,217005
921,3164,Carter County,30,MT,196748
1978,3174,Prairie County,30,MT,136821
1488,3181,Wibaux County,30,MT,240358
2301,3185,Garfield County,30,MT,277343
3207,3194,Golden Valley County,30,MT,227281
2581,3203,Treasure County,30,MT,224076
2825,3214,Petroleum County,30,MT,196645
324,39,Wake County,37,NC,489918
3102,40,Mecklenburg County,37,NC,420412
2312,129,Guilford County,37,NC,265812
1712,186,Forsyth County,37,NC,271850
2912,213,Cumberland County,37,NC,215062
999,223,Durham County,37,NC,405691
2156,260,Buncombe County,37,NC,457165
770,286,Union County,37,NC,437229
1032,303,Gaston County,37,NC,291542
3109,306,New Hanover County,37,NC,424956
2159,311,Cabarrus County,37,NC,377318
2360,323,Johnston County,37,NC,344515
1285,338,Onslow County,37,NC,270939
1789,361,Iredell County,37,NC,372881
283,387,Pitt County,37,NC,240988
2117,390,Alamance County,37,NC,281859
2242,398,Davidson County,37,NC,252289
1604,420,Catawba County,37,NC,272315
1289,452,Orange County,37,NC,483499
701,453,Rowan County,37,NC,262805
2495,460,Randolph County,37,NC,247222
2640,485,Brunswick County,37,NC,425736
1762,486,Harnett County,37,NC,291350
2001,531,Robeson County,37,NC,129137
794,535,Wayne County,37,NC,171987
2719,545,Henderson County,37,NC,420163
962,602,Craven County,37,NC,259980
2667,612,Cleveland County,37,NC,190057
649,615,Moore County,37,NC,401807
256,639,Nash County,37,NC,226469
3012,659,Rockingham County,37,NC,180276
416,669,Burke County,37,NC,238170
1875,681,Lincoln County,37,NC,380925
2163,710,Caldwell County,37,NC,214540
1495,724,Wilson County,37,NC,203817
1609,746,Chatham County,37,NC,549496
737,772,Surry County,37,NC,213263
2179,795,Carteret County,37,NC,450117
2285,799,Franklin County,37,NC,357469
1492,820,Wilkes County,37,NC,220158
3015,844,Rutherford County,37,NC,208104
86,857,Lee County,37,NC,279197
1397,863,Stanly County,37,NC,276227
1769,868,Haywood County,37,NC,351895
2708,875,Granville County,37,NC,303585
1313,883,Pender County,37,NC,427346
2012,888,Sampson County,37,NC,149196
1147,937,Lenoir County,37,NC,136079
2073,948,Watauga County,37,NC,491521
181,974,Hoke County,37,NC,258611
2219,984,Columbus County,37,NC,180582
998,1005,Duplin County,37,NC,168614
2687,1011,Edgecombe County,37,NC,133537
1743,1017,Halifax County,37,NC,89832
2137,1094,Beaufort County,37,NC,233346
1401,1099,Stokes County,37,NC,228816
2421,1100,McDowell County,37,NC,246454
2510,1124,Richmond County,37,NC,121401
1806,1135,Jackson County,37,NC,416326
781,1142,Vance County,37,NC,167987
468,1146,Davie County,37,NC,294416
2995,1197,Pasquotank County,37,NC,236937
1315,1225,Person County,37,NC,235418
1502,1276,Yadkin County,37,NC,220919
147,1289,Dare County,37,NC,593658
622,1296,Macon County,37,NC,338427
2610,1301,Alexander County,37,NC,232188
2535,1351,Scotland County,37,NC,134490
3197,1395,Transylvania County,37,NC,444849
877,1468,Bladen County,37,NC,131619
2191,1515,Cherokee County,37,NC,284731
2677,1555,Currituck County,37,NC,527648
93,1587,Ashe County,37,NC,331267
2978,1613,Montgomery County,37,NC,214230
1603,1740,Caswell County,37,NC,201556
374,1752,Anson County,37,NC,107294
1180,1759,Martin County,37,NC,113781
2342,1770,Hertford County,37,NC,112682
1907,1811,Madison County,37,NC,365987
1059,1850,Greene County,37,NC,169820
290,1912,Polk County,37,NC,376744
1477,1937,Warren County,37,NC,243956
1504,1962,Yancey County,37,NC,296204
875,1971,Bertie County,37,NC,55591
3111,1983,Northampton County,37,NC,121600
376,1998,Avery County,37,NC,353989
2438,2157,Mitchell County,37,NC,228444
739,2210,Swain County,37,NC,310554
935,2240,Chowan County,37,NC,227276
2998,2287,Perquimans County,37,NC,254329
1963,2329,Pamlico County,37,NC,268522
3064,2410,Washington County,37,NC,108368
128,2418,Clay County,37,NC,325605
2612,2421,Alleghany County,37,NC,266528
520,2450,Gates County,37,NC,210306
910,2462,Camden County,37,NC,362436
575,2529,Jones County,37,NC,100005
1049,2649,Graham County,37,NC,241652
186,2920,Hyde County,37,NC,237116
2059,3006,Tyrrell County,37,NC,162058
113,364,Cass County,38,ND,303152
2157,621,Burleigh County,38,ND,340377
3093,760,Grand Forks County,38,ND,250492
325,781,Ward County,38,ND,247977
2599,1238,Williams County,38,ND,303700
1246,1398,Morton County,38,ND,291808
729,1405,Stark County,38,ND,275327
2562,1788,Stutsman County,38,ND,195422
2505,2064,Richland County,38,ND,191757
2427,2245,McKenzie County,38,ND,303904
1350,2376,Ramsey County,38,ND,194392
849,2427,Barnes County,38,ND,156071
784,2443,Walsh County,38,ND,122384
1188,2506,McLean County,38,ND,181639
2809,2510,Mountrail County,38,ND,190205
1200,2622,Mercer County,38,ND,197352
1439,2654,Traill County,38,ND,180001
1967,2746,Pembina County,38,ND,104170
2635,2781,Bottineau County,38,ND,168976
863,2806,Benson County,38,ND,108743
1352,2838,Ransom County,38,ND,155738
1923,2866,McHenry County,38,ND,114388
991,2903,Dickey County,38,ND,128237
1847,2953,Lamoure County,38,ND,83343
151,2962,Dunn County,38,ND,255243
804,2965,Wells County,38,ND,107867
2017,2975,Sargent County,38,ND,122268
2180,2983,Cavalier County,38,ND,135426
1017,3011,Foster County,38,ND,152555
1005,3021,Emmons County,38,ND,102532
1255,3033,Nelson County,38,ND,97606
888,3034,Bowman County,38,ND,163934
2723,3076,Hettinger County,38,ND,91826
1135,3085,Kidder County,38,ND,158490
154,3086,Eddy County,38,ND,85558
2499,3091,Renville County,38,ND,139322
1065,3099,Griggs County,38,ND,84136
359,3100,Adams County,38,ND,116660
1438,3106,Towner County,38,ND,81489
417,3108,Burke County,38,ND,95253
1281,3134,Oliver County,38,ND,201971
3208,3136,Golden Valley County,38,ND,132626
2544,3167,Sheridan County,38,ND,69961
1676,117,Douglas County,31,NE,277521
2775,222,Lancaster County,31,NE,284850
704,353,Sarpy County,31,NE,337486
173,859,Hall County,31,NE,237674
1562,1004,Buffalo County,31,NE,277496
484,1274,Dodge County,31,NE,223296
3192,1306,Scotts Bluff County,31,NE,176221
1908,1322,Madison County,31,NE,227201
1876,1336,Lincoln County,31,NE,195016
1327,1358,Platte County,31,NE,262214
360,1431,Adams County,31,NE,194205
114,1590,Cass County,31,NE,282228
981,1689,Dawson County,31,NE,179995
2530,1771,Saunders County,31,NE,325224
163,1787,Gage County,31,NE,176871
972,1808,Dakota County,31,NE,214088
3065,1834,Washington County,31,NE,368219
1379,2002,Seward County,31,NE,283045
263,2102,Otoe County,31,NE,213935
1366,2197,Saline County,31,NE,197132
342,2212,York County,31,NE,206199
2636,2431,Box Butte County,31,NE,157618
3003,2439,Red Willow County,31,NE,163209
968,2444,Custer County,31,NE,158283
949,2447,Colfax County,31,NE,189464
183,2472,Holt County,31,NE,153051
795,2522,Wayne County,31,NE,218110
2198,2524,Cheyenne County,31,NE,144297
2320,2540,Hamilton County,31,NE,256398
964,2563,Cuming County,31,NE,221589
1318,2568,Phelps County,31,NE,185077
213,2617,Knox County,31,NE,150247
432,2623,Cedar County,31,NE,193637
471,2626,Dawes County,31,NE,169504
903,2629,Butler County,31,NE,203793
579,2635,Keith County,31,NE,208415
3005,2663,Richardson County,31,NE,100034
1928,2678,Merrick County,31,NE,201217
1321,2716,Pierce County,31,NE,217436
2747,2719,Jefferson County,31,NE,122962
1258,2736,Nemaha County,31,NE,150656
2574,2754,Thurston County,31,NE,150818
105,2760,Burt County,31,NE,156227
1834,2770,Kearney County,31,NE,223288
1103,2780,Howard County,31,NE,256788
2126,2795,Antelope County,31,NE,174992
129,2805,Clay County,31,NE,151742
2036,2825,Stanton County,31,NE,236830
481,2845,Dixon County,31,NE,178736
2264,2851,Fillmore County,31,NE,152075
933,2856,Cherry County,31,NE,183702
396,2868,Boone County,31,NE,232642
1825,2879,Johnson County,31,NE,167566
291,2887,Polk County,31,NE,192149
2545,2893,Sheridan County,31,NE,125203
1429,2899,Thayer County,31,NE,124152
1027,2922,Furnas County,31,NE,116331
1939,2927,Morrill County,31,NE,136999
2459,2956,Nuckolls County,31,NE,95171
1456,2965,Valley County,31,NE,166199
435,2988,Chase County,31,NE,184752
1839,2994,Kimball County,31,NE,142835
2082,3005,Webster County,31,NE,121471
653,3013,Nance County,31,NE,161426
1084,3024,Harlan County,31,NE,157803
2025,3035,Sherman County,31,NE,170356
2286,3043,Franklin County,31,NE,110220
1968,3050,Perkins County,31,NE,178361
406,3057,Brown County,31,NE,124452
2726,3062,Hitchcock County,31,NE,118332
1311,3068,Pawnee County,31,NE,125899
2296,3074,Frontier County,31,NE,169122
1736,3102,Greeley County,31,NE,153958
488,3127,Dundy County,31,NE,129431
2302,3128,Garfield County,31,NE,407522
476,3129,Deuel County,31,NE,132726
104,3136,Boyd County,31,NE,95838
1046,3138,Gosper County,31,NE,300896
1030,3146,Garden County,31,NE,133079
307,3168,Rock County,31,NE,109212
719,3179,Sioux County,31,NE,274440
2763,3186,Keya Paha County,31,NE,217878
550,3188,Hayes County,31,NE,261199
610,3189,Logan County,31,NE,161855
2088,3197,Wheeler County,31,NE,209623
537,3200,Grant County,31,NE,115298
1097,3201,Hooker County,31,NE,102670
240,3204,Loup County,31,NE,281308
846,3206,Banner County,31,NE,333024
1432,3208,Thomas County,31,NE,137473
2794,3212,McPherson County,31,NE,300313
3166,167,Hillsborough County,33,NH,473789
3013,226,Rockingham County,33,NH,569322
2799,443,Merrimack County,33,NH,437568
2851,495,Strafford County,33,NH,453333
1729,657,Grafton County,33,NH,386886
2195,740,Cheshire County,33,NH,345205
1539,849,Belknap County,33,NH,458809
1598,1000,Carroll County,33,NH,466646
2566,1129,Sullivan County,33,NH,346329
141,1426,Coos County,33,NH,237394
874,54,Bergen County,34,NJ,673385
2802,69,Middlesex County,34,NJ,510438
504,71,Essex County,34,NJ,594545
1106,94,Hudson County,34,NJ,588858
2441,107,Monmouth County,34,NJ,675670
659,108,Ocean County,34,NJ,494216
771,120,Union County,34,NJ,560990
911,134,Camden County,34,NJ,314387
1964,135,Passaic County,34,NJ,519919
1241,140,Morris County,34,NJ,626009
2896,154,Burlington County,34,NJ,378005
1201,182,Mercer County,34,NJ,403970
2552,209,Somerset County,34,NJ,602770
2929,233,Gloucester County,34,NJ,345700
2133,252,Atlantic County,34,NJ,343006
2913,435,Cumberland County,34,NJ,241195
1413,454,Sussex County,34,NJ,400665
2729,503,Hunterdon County,34,NJ,570938
1478,562,Warren County,34,NJ,387079
2174,631,Cape May County,34,NJ,694638
702,841,Salem County,34,NJ,261914
2889,99,Bernalillo County,35,NM,331581
2252,313,Dona Ana County,35,NM,279892
2527,442,Santa Fe County,35,NM,549342
2524,451,Sandoval County,35,NM,357368
2519,519,San Juan County,35,NM,236086
2586,742,Valencia County,35,NM,294955
2428,761,McKinley County,35,NM,197558
77,762,Lea County,35,NM,164095
664,805,Otero County,35,NM,212972
931,835,Chaves County,35,NM,142558
155,872,Eddy County,35,NM,205975
465,1024,Curry County,35,NM,158591
